2349032	7980749	4883597	2559093	3064453
9241711	9564615	2064222	6431694	8293741
2663377	3572501	2156733	2015696	4261224
3732917	8390392	3505499	9217350	3228317
112140	2684346	5596949	6040391	5323085
5353609	5906705	9175195	1907332	3303811
6927880	9743724	1836899	3003034	9450359
7861309	4649199	7758754	8847248	2172189
1485834	5092747	7104686	2218068	2492439
6538884	4734263	708533	4428866	9757793
6135439	2274716	5330283	1295851	2166700
6746848	9141995	7507853	3328057	9788827
6065435	4313852	2035715	3916697	6296647
2222729	2507495	9173093	3172867	1241537
4393473	886833	8702436	9065012	7550434
5481352	7542978	8263254	7275552	3294296
641452	9405054	7803744	3343626	5316814
2366310	5173134	6078895	5936169	2319659
2154701	6461374	1268181	9225521	2277155
2335457	6490734	9393258	584356	4337704
6354616	7480217	5132261	5492571	8969809
3880622	9373794	5158917	6984405	2294179
665190	1478375	5775351	4161895	4896019
3613204	8055167	5548309	8830111	8392903
539700	9952142	7674793	6631922	6254042
8002950	5754685	4758341	9831235	959047
362329	5807468	9128669	2373540	190662
4412748	5010448	7768446	4387947	5018906
7112035	9851690	6858767	9323307	6914031
7873099	6530047	6116984	4313095	2882833
4585911	6505551	2688916	1654769	1418582
3521818	8785541	6678595	3183791	8922485
6368346	7283452	1561034	5648236	1668826
3132238	6402055	3228459	6589314	819835
6667445	5921529	3378366	2303292	5501458
7702249	2183780	5718777	9753445	5985055
5373432	3485998	5208893	2145251	8783733
729800	8525216	4462091	9673566	4747708
1280654	7422607	7385313	8508021	3134387
8173429	6138717	8435803	6377397	786123
7020446	7811392	8255210	9645574	4357697
2865300	19259	1917792	9372156	2698201
1312556	687089	5022630	3386524	6933268
1252729	3644723	2536529	1980703	5123083
1929405	859518	1828505	611728	9476361
753839	1509733	7383933	7557384	4374823
523583	7379946	946018	8584335	8627647
1780213	487800	3162734	7868331	9518690
7430634	9051612	651270	4274806	8244678
3380369	7279942	7250675	1856698	1862267
6191031	989898	7908944	3215995	3989052
322026	9461781	3231381	4529614	5243846
9774917	6584636	5143636	755253	2386418
6162397	476405	2338126	5479878	4223026
1828093	8270670	8960630	8901227	7150003
2510316	292427	3484910	3324401	7969940
7042902	6076089	1121679	8355553	4052212
961965	5052983	5603954	3020588	3460871
8454840	6313172	8970011	4504140	4257982
8340469	902558	6849247	4441920	7311618
9628337	8428324	2648099	8277675	1407699
229485	4418047	234658	1815522	44596
4902331	4505450	633619	4021446	765068
8783131	7460664	9308494	6156851	2504773
2874031	7971824	1929803	994939	3042464
4694110	9971747	9922245	9465635	7467230
6267167	1693294	8635361	7026724	5854494
7762012	1548908	2823828	5068754	5558734
4738032	4364386	5255155	6206900	8439670
691314	468396	5235361	149332	9902183
6763034	3500247	8599303	5367188	534582
7278573	7617581	4510093	7900808	4483082
2422815	8887921	1626972	2695332	1612053
9928571	1990999	7138568	398719	435257
8330717	2921501	4649840	6355890	8239746
403232	3198133	41477	7515563	1529873
3564385	7377973	1089842	6337250	6780220
1418945	8502396	4442263	7746670	2612809
1560533	4332454	9702077	4867016	8550875
8784590	9723338	2438934	5361603	9868281
1439499	5554683	1965999	4951828	9514552
6738977	3002194	241645	3695259	4973452
3776256	749464	809840	3523138	2156185
9880720	7822478	9048944	8597578	2905885
7247409	2835476	4926053	463306	2150987
9710244	3681291	1661828	8335856	5064658
5982473	5528088	6609885	3828059	161594
8447993	1080977	5987311	7154295	5491635
7534026	2929417	6877535	1688883	445562
2758788	3495601	329995	8886371	1724514
1971002	2723328	3449775	2572380	6439513
9516952	9384556	4859443	2405289	3467797
5678887	121188	2044218	4858719	1413270
7099126	387702	1744344	3790572	9485477
8026003	6855695	3130030	9225512	6733527
1299533	470721	6121472	7745816	9248013
6590373	3439566	8396487	2947546	175270
9213927	5067223	6420174	3962323	5902173
5606559	8346780	3855598	8663235	5061254
1525949	1294992	3148394	7798671	3422304
8517183	738001	4535702	2396541	6490605
7739410	8905910	1175085	9380484	383163
7734006	8702932	3393192	7250289	710487
1648411	243455	2027938	262753	5600884
5749940	6236409	5143251	341714	1643423
7509870	4065643	5969496	1076050	8216105
9888144	9830430	7352537	4891192	1549710
4191113	3480045	5773696	5881310	7415819
2696964	4125188	3933793	539149	2207346
7417115	2735068	8045873	32832	3386339
6232946	264352	2839641	2785389	4186848
6351101	2001990	6810910	710773	1125156
5973686	6802411	7010105	695235	2376681
1531103	9503389	8927813	7438632	8252668
765364	4519930	7890603	5662294	1974644
2804549	1646324	3803415	7096534	8091113
8009115	4621113	7220705	7090493	481361
4148723	9869579	563604	3985521	5303807
4658827	9379673	5436944	6999233	4084682
3356307	3188266	8607603	5783957	9063633
2787697	5546432	3974373	8821966	758331
8655953	6399713	4888239	1990531	6589978
5912724	3015234	125492	4051739	8805289
2013044	2527857	7235913	6932186	1126926
3915923	3737865	7946711	1393124	2406867
3519725	151345	8001775	1901309	2302375
1236384	7497290	6759435	940730	2788964
6760093	8773109	8542222	2408660	8325319
602654	3904868	1172927	968525	7098038
5953495	2297675	9656628	3375758	9416958
4066252	3281940	1032417	4286392	3281693
2847981	1010873	7808644	5992018	6276933
6326349	6552594	6342028	7143264	6911250
8171128	569289	8643993	4585059	939794
3950003	1719140	6140487	7096623	4741932
9179379	897649	4343463	7239818	1173770
2901679	9827131	2335983	4723154	837850
9123681	7718339	2395799	673375	2944953
5094343	6352231	3010221	9313673	1039683
4924869	1973084	1351751	4841882	6965834
9461220	3026790	4786632	9023549	4147026
5100119	3340329	6417733	5953798	2469574
7438644	6664021	291741	8399049	7205708
42514	3997365	5085290	5863141	7299023
6891741	344858	9149866	1771418	3586532
4972204	4873458	2862745	2125944	6155152
3984773	4173885	9070803	8089727	4536125
7386779	4444995	8727454	2680172	5871153
1421662	2436991	9591330	6211812	9831382
4717728	1609725	8325836	2737918	6044523
8416928	9561086	6627043	6555481	7977616
6817480	7340502	2716894	8113894	3512035
7660593	9864588	1464800	7217007	8301732
1952567	989358	1522264	9512738	6181545
9582383	9878468	253667	8272974	9977219
240365	7474667	9600937	187440	5926319
6194428	5383971	7439720	521061	5267318
4283360	1139059	7564671	9248252	4870420
6451973	8626474	6891005	5761055	8090160
5314956	2450799	1315818	1494279	5633434
9504540	6970270	6400001	6453167	6666002
1881746	3556304	6074957	5698839	2986944
8305386	9320026	4286145	9796371	291679
1731038	6258175	7786367	2716925	3613182
1745859	4933607	1454471	8441806	5809046
84812	2460323	264295	8976951	3337362
6310642	4846820	9398145	4116174	5583546
6071974	4932660	9874402	5805467	7095919
2590607	8245822	4841237	9193010	1381136
8448579	214460	5528539	8108269	4134213
225864	1664289	5006602	714197	4471410
780032	3086643	692977	443218	7565081
5623315	8090140	8440853	2784646	3287182
2240130	478387	6042480	5428444	910679
2398328	5781285	6087115	5334928	160805
1741122	1729419	6596664	3525112	8709701
8740726	550934	9888377	1146464	2390594
184994	6764876	4284627	5084368	8580326
9113707	1625644	9860014	9484489	4540353
5362524	6670397	438650	1914973	1900649
8190545	307061	8141532	4973284	7275966
506755	6601094	5594693	4305268	454985
9457551	1648173	7860598	6392051	5344134
8695235	9291431	6735764	892981	8167574
1734173	4624813	3895044	6620988	1660793
5064939	3126966	1924774	4599138	8119493
8278790	5132757	344281	1960872	364912
6572290	4997796	1771992	9516656	9331753
5233603	3920418	5906076	4346967	9849262
3475279	9859884	5324608	9711562	1745192
6371775	2794834	7968803	2580667	5055585
9460609	4906603	6196321	4765675	6814711
3784908	3204413	905892	3944867	4137726
4372052	4591505	5027277	4986134	3705364
3607781	7289052	8622329	2690792	5502476
6536005	6291063	8942216	4332778	3956308
7615937	2911908	4482563	9248139	9456848
4540271	6105317	5324840	186066	4959771
6985995	4328425	2360371	6253367	3878304
8465271	2378375	7700323	1862715	2885733
7860495	5327024	1549430	6465266	9386312
8235869	1518156	6187544	4857250	4962458
6515608	136882	8250960	592707	9852910
1267158	2087674	3872529	1505226	4682237
2055783	7396944	9107310	463261	7066434
8180513	7642363	8426087	294438	8900138
8582275	1277511	1739349	9518009	5655123
9315591	4541349	5319670	7589136	5670210
7517123	9305780	3693240	3241560	3120233
8988692	1216635	8244764	6931647	3117031
480166	8978903	6748495	1538246	717819
7975819	7682717	1989269	5558374	9022536
8985730	6883487	2710781	374947	1672246
9991920	6557925	6778306	4073134	6422416
1347293	2559868	1302127	635988	5031120
4948983	7458720	397520	9114726	5846256
9656681	4355504	4452701	1399380	4430213
3468506	5433462	2338950	5337983	4174509
9614920	1034102	3431983	6272834	4287725
782929	3778030	1852108	2718555	8282530
6586343	5912952	1483732	1605350	8378360
8896725	529862	73712	1584082	322208
9893518	3760841	2138165	2635562	2049522
397941	3380726	4573025	5577877	8111338
4454510	9265896	8650420	5087346	8699071
700916	5428434	3751510	2888970	8038633
7122398	860983	5112655	8294756	2514010
554395	7474540	4581878	7924352	76796
6480388	8778137	6103344	8599995	9983252
5217062	2334613	5434816	8461129	1073621
9232739	9357839	4827719	4211035	1557171
817403	1009978	7534225	9178232	4815433
4799798	8721391	2347574	7915719	4021202
6634672	856269	7192583	6024122	7360173
8132120	8775387	920648	2874871	8197966
2509440	7393524	9475047	5048676	4186317
1934783	512012	8001460	444128	7499905
6974238	63687	3984494	8337706	5771449
898528	3867397	1003505	5550483	66679
5642936	3112844	9808682	1545939	349517
1564906	45205	9909636	1618899	276761
8658296	8248452	2416912	2248265	1170607
358867	7700194	6313269	7780862	1164477
9298546	7733618	694684	734465	8951814
6403781	8934149	4310590	7043818	1491652
7658432	6195979	8809814	5955560	9692364
9136721	900844	4056526	7278772	3974353
8634240	9326262	8086810	3517094	6148697
873877	9673059	2220529	2629694	3492255
4190386	9864517	677497	5163420	710676
8800163	8195473	5396184	3791775	4653199
3881241	2480729	7254686	9549918	1190438
6518903	3892632	3602223	9870576	8872547
3725116	8122845	1968207	3593885	4533898
9103358	3314954	4658580	4605203	5591751
1630898	3111979	3640167	1220989	1986248
6126021	1982561	4731233	2611197	1717596
6426106	4135881	2476294	3174969	5295172
9783414	7114861	3846357	986180	6073500
7419162	998378	5490222	4800615	313040
4143183	2165143	6695369	8687586	2582245
2604173	4793949	2221199	6386842	2337747
9312126	5173854	9333454	1740615	675741
4550414	3742357	5835390	5965942	9621242
5087925	4410522	7174967	5129132	1439519
7610483	3097316	2454481	1538958	8489854
5110187	8939610	1602222	8297871	9409265
6171211	6107932	4250779	4532871	8667782
6774198	6926608	8076573	5993024	7856804
6564448	6085500	5329579	2300937	7998976
853077	8703440	1089220	9966373	1806407
4341364	7275866	8385522	4502348	474841
3937235	5941629	7295362	428546	3884829
4821770	6635525	6307101	7160075	2342663
2297830	6236592	7321804	501744	3628874
3796051	681536	129041	1407027	8126611
3393938	8433439	5979345	961843	1032089
24677	1859971	805700	4703458	1672410
101669	7465116	356462	232921	2040778
658732	1993257	5195823	8052227	8879597
6036101	5470063	3330993	3779076	285628
1787985	8864002	61149	9384123	2207064
7479219	2240487	9401177	6210503	9189744
2069841	9295	6169487	4826358	6358704
3271827	3251225	5295709	5894120	6329811
1715243	9708480	1616255	4066926	1247769
6351979	2788198	5278740	2139478	4803522
2103348	9148861	239433	2994906	4600705
4444293	9245751	8395684	2522716	5078657
6542893	5944469	500432	5920659	5013835
8863886	4386767	9962966	2117923	8431035
3696354	3184633	6845903	9142803	2129762
4582911	1520580	1917391	9347065	8546911
6312352	7474158	7656890	1360337	4847625
2072087	1383129	8734801	5647283	4232237
7260628	5570286	2986007	5477437	7807728
7110579	6928372	3782356	3883762	9221373
5926616	5131260	4459500	2335905	8940081
4006232	3135176	6011060	6166632	477085
3844273	5621514	4185514	3849281	3325029
8878909	9449997	5443422	8620819	6775601
2383622	8945418	4254402	5248534	7846791
4321327	2639823	4163705	4140362	6448424
117263	3500204	3275793	6260313	5562511
778473	9437251	3647494	6840960	1609959
5596697	3001298	5050187	9582911	5231865
6876911	8242949	401774	7572450	8150356
717271	4124483	8410621	8956426	7911833
644131	8045392	9527231	5961638	4867701
8291860	2076146	1551332	6519959	6795875
6685692	2640437	8036489	4966295	7598153
1167325	7117135	2476289	1007760	3373266
4434627	5994694	1436709	7397325	5974369
1843224	8179899	1451962	4720581	8315409
3686435	3259726	1982763	1040147	467074
5660336	1371528	7589380	4907051	6143405
1042264	7469986	1145998	966891	8236440
8960525	7184616	8605846	117469	7920053
5424994	6459476	2661	1535431	1317141
8533382	8924364	1943790	9877400	6478347
260993	4980457	5199139	9618178	7551677
9856120	6265711	6642833	2034495	8709417
8081919	1711732	5149175	8619568	5059253
2919285	1059327	1561348	2888678	8425477
7321417	6419355	2456214	262609	8921178
2563753	4877244	2820875	4595980	8964288
4824294	4044660	8211273	6360472	3534165
6613560	9995178	9362719	6734572	6067116
4007877	228414	9568477	2049609	1526419
4420386	5267319	8880484	3733038	6112142
2764039	6690550	3620739	1277179	9782612
486725	8150669	4106688	4003122	4626399
8919633	1064878	3960074	8583125	1733032
70704	7745375	8273739	7366667	2477233
1105827	5793087	3608672	8303509	7787175
8692028	7085757	6420236	4980086	5046402
7265576	9430564	3727131	2373090	9381555
2888146	8797789	6965151	7269407	4926890
9033270	4609632	8614772	8893124	6614906
8881206	363703	1264629	5478015	8791586
7201107	3493116	4685463	9456185	5346081
5984583	477661	4005794	7823283	4810467
7639215	9692097	6448211	3287538	7953171
5946255	4981860	2963602	1669854	1610888
7103864	9361365	207783	5852255	5769041
1491378	1424805	5120518	5066155	2651730
2629196	6504602	4541946	4405509	2679616
2623436	8840529	8176314	3776211	9093431
5657511	1558385	4817187	131980	988368
7256234	1014314	5431715	1361099	1959777
8323884	9120703	1151180	5803144	4104158
3701499	57890	4402296	2929900	7370976
5460067	8958268	1120687	4109875	7112441
3042506	1175583	1123694	4770354	8328164
8170012	7121263	2627545	8224288	1176005
5322244	1912355	1028625	6602759	4493692
7718825	4541381	2181482	9593635	6835981
2928425	145874	6730609	6833264	8876319
8941802	7159428	5978460	5108340	9253444
2329467	2604744	436846	9605366	5968325
1435054	3739402	5936253	7996204	3199876
695548	990673	1401737	3953336	1319052
6046667	9198406	6175097	7527893	8351468
5522862	9270550	7278717	8656807	2619611
7550242	9328648	9851175	7020643	7991609
4205998	4155772	6501373	6623528	6988342
5627074	1300949	2722700	6151608	7255441
3458543	1183179	6576962	7125985	487411
6750757	6265129	3333509	4653171	5180461
1258493	328843	9365167	5901778	4105156
7136848	6929974	8360049	4393186	6030768
6476451	2234160	14193	135251	6232966
6271228	175932	6210843	4004283	2358120
8741448	6556849	6457776	5942698	7596805
4505720	9432253	513281	477717	9633644
